"id_all","id_inpaper","id_original","year","month","date","ymonth","Headline","paper","wcount","Asahi","Yomiuri","jijistartdate","jijiymonth","cabinet","ldp","politics","codeN","train"
94535,603,1106,2012,1,25,201201,"首相施政演説　一体改革　協力迫る　自公は対決姿勢","Y",723,NA,1,6,201201,1,1,0,NA,0
94622,690,1280,2012,2,15,201202,"「脱デフレ姿勢　明確に」　日銀総裁　物価上昇１％目途で","Y",433,NA,1,9,201202,0,1,0,NA,0
89608,695,1198,2012,2,18,201202,"国家公務員の給与削減で合意　民自公","A",563,1,NA,9,201202,0,1,0,NA,0
94635,703,1309,2012,2,18,201202,"人勧　昨年４月分から実施　民自公合意　公務員給与７．８％下げ","Y",457,NA,1,9,201202,0,1,0,NA,0
94644,712,1323,2012,2,20,201202,"国民新「消費増税に反対」　政調会長　民主・前原氏は批判","Y",461,NA,1,9,201202,0,1,0,NA,0
94699,767,1442,2012,3,5,201203,"消費増税　自民に協力論　政調会長言及　首相、解散に含み","Y",954,NA,1,9,201202,1,1,0,NA,0
94705,773,1451,2012,3,6,201203,"議員歳費３００万円削減　民主提案、自公賛成へ","Y",481,NA,1,9,201202,0,1,1,NA,0
94772,840,1587,2012,3,23,201203,"郵政４社化法案　成立へ　今国会中　民自公が一致","Y",879,NA,1,9,201203,0,1,1,NA,0
89779,866,1500,2012,3,31,201203,"野田首相、自民の協力期待　小沢氏系が一斉辞表　消費増税法案","A",875,1,NA,9,201203,1,1,0,NA,0
89787,874,1518,2012,4,2,201204,"増税に自民賛成も　解散確約など条件　石原氏が言及","A",482,1,NA,6,201203,0,1,0,NA,0
94816,884,1658,2012,4,2,201204,"小沢氏と決別なら賛成も　自民、消費税法案で条件","Y",432,NA,1,6,201203,0,1,0,NA,0
94833,901,1694,2012,4,6,201204,"国民新、亀井代表を「解任」　幹事長ら６人　「新代表、自見氏」","Y",819,NA,1,6,201204,0,1,0,NA,0
94876,944,1766,2012,4,17,201204,"自民、社会保障で対案　最低保障年金撤回迫る　今国会提出へ","Y",540,NA,1,6,201204,0,1,1,NA,0
89851,938,1630,2012,4,19,201204,"三重野康さん死去　元日銀総裁「平成の鬼平」　８８歳","A",478,1,NA,6,201204,0,1,0,NA,0
94887,955,1785,2012,4,19,201204,"三重野康元日銀総裁　死去","Y",337,NA,1,6,201204,0,1,0,NA,0
94890,958,1792,2012,4,20,201204,"消費増税２４日審議入り　政府・民主方針　自民は拒否継続","Y",353,NA,1,6,201204,1,1,0,NA,0
94894,962,1800,2012,4,21,201204,"消費税法案　月内審議入り　問責閣僚続投　自民は審議拒否","Y",825,NA,1,6,201204,1,1,0,NA,0
89867,954,1656,2012,4,22,201204,"２大臣交代が条件　増税審議入りで自民・谷垣総裁","A",364,1,NA,6,201204,0,1,0,NA,0
94909,977,1828,2012,4,24,201204,"自民、審議拒否を転換　消費税特別委２６日設置","Y",465,NA,1,6,201204,0,1,0,NA,0
89940,1027,1784,2012,5,12,201205,"消費増税法案審議入り　野田首相、修正に柔軟　輿石幹事長、ダブル選に言及","A",609,1,NA,10,201205,1,1,0,NA,0
94979,1047,1953,2012,5,12,201205,"消費税法案　審議入り　自民「我々も推進勢力」　首相「一致点見いだす」","Y",647,NA,1,10,201205,1,1,0,NA,0
94981,1049,1955,2012,5,12,201205,"原子力規制に独立委　規制庁を監督　自公案受け入れ　政府・民主方針","Y",781,NA,1,10,201205,1,1,0,NA,0
89945,1032,1793,2012,5,13,201205,"「通貨の安定へ、財政再建を」　日銀・白川総裁、政府に注文","A",627,1,NA,10,201205,1,1,0,NA,0
89966,1053,1828,2012,5,18,201205,"０増５減＋比例１０減案　藤村官房長官、自民に示す　衆院選挙改革","A",563,1,NA,10,201205,1,1,1,NA,0
95003,1071,2001,2012,5,18,201205,"後期高齢医療　当面存続　民主見直し案　自公に歩み寄り","Y",856,NA,1,10,201205,0,1,0,NA,0
95028,1096,2046,2012,5,24,201205,"幹事長会談　衆院選改革　平行線","Y",435,NA,1,10,201205,0,1,1,NA,0
95060,1128,2095,2012,5,31,201205,"消費増税へ自民対策　問責２閣僚交代視野　首相、内閣改造の方法で","Y",773,NA,1,10,201205,1,1,0,NA,0
90041,1128,1955,2012,6,4,201206,"野田首相、小沢氏と物別れ　自民との連携、鮮明　消費増税法案","A",606,1,NA,8,201205,1,1,0,NA,0
90045,1132,1962,2012,6,5,201206,"消費増税「会期内に採決」　内閣改造の野田首相明言　自民との協議加速指示","A",1778,1,NA,8,201205,1,1,0,NA,0
95082,1150,2133,2012,6,6,201206,"一体改革修正協議入れず　公聴会は１２、１３日　民自公幹事長きょう再会談","Y",525,NA,1,8,201205,0,1,0,NA,0
90055,1142,1981,2012,6,7,201206,"消費増税法案、修正協議へ　自民、民主の要請受け入れ","A",547,1,NA,8,201205,0,1,0,NA,0
95087,1155,2139,2012,6,7,201206,"年金医療の公約　取り下げ求めず　自民・伊吹氏","Y",256,NA,1,8,201205,0,1,0,NA,0
90058,1145,1987,2012,6,8,201206,"消費増税法案の修正協議入り　民自公、きょう実務者会合","A",518,1,NA,8,201206,0,1,0,NA,0
90076,1163,2019,2012,6,13,201206,"消費増税８％時、低所得者に現金　修正協議で民自公合意へ","A",500,1,NA,8,201206,0,1,0,NA,0
95111,1179,2182,2012,6,14,201206,"「廃炉４０年」見直し規定　原子力規制委　８月にも発足　民自公合意","Y",1075,NA,1,8,201206,0,1,0,NA,0
95113,1181,2185,2012,6,14,201206,"民主、自民案修正し提示　社保改革、合意は持ち越し","Y",459,NA,1,8,201206,0,1,0,NA,0
90086,1173,2037,2012,6,16,201206,"消費増税で合意　民自公の実務者協議","A",1376,1,NA,8,201206,0,1,0,NA,0
95119,1187,2196,2012,6,16,201206,"一体改革　民自公が合意　消費増税２段階で　首相　会期内採決目指す","Y",1369,NA,1,8,201206,1,1,0,NA,0
95173,1241,2284,2012,6,28,201206,"首相・幹事長に造反処分を一任","Y",113,NA,1,8,201206,1,1,0,NA,0
95174,1242,2285,2012,6,28,201206,"［政界再編・胎動］（上）首相「民自公でやる」（連載）","Y",982,NA,1,8,201206,1,1,0,NA,0
90180,1267,2205,2012,7,11,201207,"（自民党、どこへ　野党第１党の研究：１）対決か協力か、迷い道","A",845,1,NA,6,201207,0,1,1,NA,0
95287,1355,2525,2012,7,27,201207,"マイナンバー法案成立公算　民自公、修正合意へ","Y",386,NA,1,6,201207,0,1,0,NA,0
95289,1357,2529,2012,7,28,201207,"自民「０増５減」法案提出　衆院　１票の格差、是正図る","Y",612,NA,1,6,201207,0,1,1,NA,0
90254,1341,2334,2012,7,29,201207,"岡田副総理、１月解散を自民に打診　派閥会長は応ぜず","A",476,1,NA,6,201207,0,1,0,NA,0
90255,1342,2338,2012,7,30,201207,"山口知事選、自公推薦の山本氏当選　脱原発の飯田氏破る","A",769,1,NA,6,201207,0,1,1,NA,0
95294,1362,2540,2012,7,30,201207,"山口知事　自公推薦・山本氏　「脱原発」飯田氏ら破る","Y",558,NA,1,6,201207,0,1,1,NA,0
90269,1356,2364,2012,8,3,201208,"カネミ油症、救済法成立へ　支援金、年２４万円　民自公合意","A",1094,1,NA,9,201207,0,1,1,NA,0
95302,1370,2559,2012,8,3,201208,"首相問責　来週にも　自民　一体改革採決迫る","Y",795,NA,1,9,201207,1,1,0,NA,0
90274,1361,2373,2012,8,4,201208,"首相、消費増税案１０日採決指示　自公除く７党、不信任提案合意　法案の成否に影響も","A",737,1,NA,9,201207,1,1,1,NA,0
95305,1373,2565,2012,8,4,201208,"一体改革　首相、１０日採決を指示　自民は「８日」譲らず","Y",666,NA,1,9,201207,1,1,0,NA,0
95308,1376,2574,2012,8,6,201208,"首相問責あすにも　自民、解散確約を要求　不信任案も","Y",780,NA,1,9,201207,1,1,0,NA,0
90283,1370,2390,2012,8,7,201208,"消費増税、成否の岐路　自民、きょうにも不信任案","A",1024,1,NA,9,201207,0,1,0,NA,0
95310,1378,2579,2012,8,7,201208,"自民、不信任・問責案提出へ　今夕　解散確約ない限り","Y",878,NA,1,9,201207,0,1,0,NA,0
90286,1373,2395,2012,8,8,201208,"首相、党首会談を打診　自民、解散言及見極め　野党６党が不信任案　増税法案、不透明","A",1130,1,NA,9,201207,1,1,1,NA,0
95313,1381,2584,2012,8,8,201208,"一体改革成立に危機　自民、きょう不信任・問責案　「生活」などは提出","Y",798,NA,1,9,201207,0,1,0,NA,0
90289,1376,2401,2012,8,9,201208,"消費増税法案成立へ　解散「近いうちに」　民自公党首が合意","A",1166,1,NA,9,201208,0,1,1,NA,0
95315,1383,2588,2012,8,9,201208,"一体改革あすにも成立　解散「近いうちに」　民自公党首が合意","Y",1371,NA,1,9,201208,0,1,1,NA,0
90350,1437,2510,2012,8,25,201208,"首相問責、２９日提出　自公方針","A",340,1,NA,9,201208,1,1,0,NA,0
95380,1448,2716,2012,8,26,201208,"自民総裁選へ始動　安倍氏　再登板に意欲　谷垣氏　無投票を期待","Y",1147,NA,1,9,201208,0,1,0,NA,0
95396,1464,2745,2012,8,29,201208,"安倍元首相、総裁選出馬意向","Y",269,NA,1,9,201208,1,1,0,NA,0
95404,1472,2765,2012,8,31,201208,"石破氏　総裁選出馬へ　自民　来月上旬にも表明","Y",549,NA,1,9,201208,0,1,0,NA,0
90377,1464,2561,2012,9,1,201209,"町村氏も出馬へ　自民総裁選、林氏も意欲","A",376,1,NA,7,201208,0,1,0,NA,0
90382,1469,2569,2012,9,2,201209,"石原幹事長、出馬に意欲　安倍・石破氏、連携探る　自民総裁選","A",573,1,NA,7,201208,0,1,0,NA,0
95415,1483,2790,2012,9,3,201209,"谷垣氏、再選険しく　自民総裁選　石原氏、出馬に意欲　森氏も支持撤回","Y",996,NA,1,7,201208,0,1,0,NA,0
90386,1473,2578,2012,9,4,201209,"混迷、選挙の顔探し　民主・細野氏擁立論広がる　自民・石原氏の知名度魅力","A",1203,1,NA,7,201208,0,1,1,0,1
95419,1487,2799,2012,9,4,201209,"石原氏、総裁選出馬へ　自民　国会閉会後に表明","Y",1078,NA,1,7,201208,0,1,1,NA,0
90390,1477,2584,2012,9,5,201209,"石破氏、１０日に立候補表明　自民総裁選","A",413,1,NA,7,201208,0,1,0,NA,0
90409,1496,2615,2012,9,8,201209,"谷垣・町村両氏、出馬へ　石原氏も近く表明　自民総裁選","A",542,1,NA,7,201209,0,1,0,NA,0
95444,1512,2841,2012,9,9,201209,"自民総裁選　谷垣・石原両氏　出馬へ　一本化協議が決裂","Y",386,NA,1,7,201209,0,1,0,NA,0
90416,1503,2626,2012,9,11,201209,"谷垣氏、朝の強気から一転　「壁を登るか、瞬時の判断」　自民総裁選出馬断念","A",1132,1,NA,7,201209,0,1,0,NA,0
95449,1517,2848,2012,9,11,201209,"石原氏　支持拡大狙う　自民総裁選　額賀派などに働きかけ","Y",592,NA,1,7,201209,0,1,0,NA,0
90419,1506,2631,2012,9,12,201209,"石原氏が出馬表明　自民総裁選","A",531,1,NA,7,201209,0,1,0,NA,0
95453,1521,2855,2012,9,12,201209,"自民総裁選　石原氏が出馬表明　推薦人確保　林氏がめど　５氏立候補の公算","Y",544,NA,1,7,201209,0,1,0,NA,0
90427,1514,2645,2012,9,13,201209,"安倍氏が出馬表明　自民総裁選","A",347,1,NA,7,201209,0,1,0,NA,0
95457,1525,2863,2012,9,13,201209,"安倍氏が出馬表明　自民総裁選　林氏もきょう表明","Y",394,NA,1,7,201209,0,1,0,0,1
90430,1517,2651,2012,9,14,201209,"石原・石破氏の対決軸　自民総裁選きょう告示","A",601,1,NA,7,201209,0,1,0,NA,0
95462,1530,2871,2012,9,14,201209,"自民総裁選　５氏の争い　きょう告示　麻生・高村派は安倍氏","Y",439,NA,1,7,201209,0,1,0,NA,0
90432,1519,2653,2012,9,15,201209,"「衆院選の顔」競い論戦　早期解散では一致　自民総裁選","A",760,1,NA,7,201209,0,1,1,NA,0
95466,1534,2877,2012,9,15,201209,"５候補、３党合意を維持　自民総裁選スタート","Y",646,NA,1,7,201209,0,1,1,NA,0
90438,1525,2665,2012,9,16,201209,"「原発ゼロ」全員反対　自民総裁選","A",565,1,NA,7,201209,0,1,0,NA,0
95470,1538,2883,2012,9,16,201209,"自民総裁選　原発ゼロ　５氏反対","Y",444,NA,1,7,201209,0,1,0,NA,0
90439,1526,2666,2012,9,17,201209,"石破氏を１３県連支持　地方票でリード　自民総裁選","A",628,1,NA,7,201209,0,1,0,NA,0
95472,1540,2886,2012,9,17,201209,"自民総裁選　石破・安倍・石原氏競る　決選投票確実に　本社調査","Y",881,NA,1,7,201209,0,1,0,NA,0
90454,1541,2690,2012,9,20,201209,"景気回復「半年遅れる」　日銀総裁、見通しを修正","A",397,1,NA,7,201209,0,1,0,NA,0
90463,1550,2705,2012,9,22,201209,"野田首相、大差で再選　輿石幹事長に続投要請　民主代表選","A",1813,1,NA,7,201209,1,1,0,NA,0
95496,1564,2924,2012,9,22,201209,"野田首相が代表再選　民主　輿石幹事長に続投要請","Y",1180,NA,1,7,201209,1,1,0,NA,0
90469,1556,2717,2012,9,23,201209,"輿石幹事長、続投受諾へ　民主","A",582,1,NA,7,201209,0,1,0,NA,0
95502,1570,2933,2012,9,23,201209,"輿石幹事長留任へ　民主　きょう首相と再会談","Y",346,NA,1,7,201209,1,1,0,NA,0
90471,1558,2721,2012,9,24,201209,"石破氏、地方票集め先行　過半数届かず決選へ　自民総裁選、朝日新聞社調査","A",1036,1,NA,7,201209,0,1,0,NA,0
95507,1575,2942,2012,9,24,201209,"輿石幹事長、再任　民主　首相の要請受諾","Y",551,NA,1,7,201209,1,1,0,NA,0
95515,1583,2954,2012,9,26,201209,"自民新総裁きょう選出","Y",378,NA,1,7,201209,0,1,0,NA,0
90481,1568,2741,2012,9,27,201209,"自民総裁に安倍氏　決選投票で石破氏逆転　石破氏の幹事長起用検討","A",2029,1,NA,7,201209,0,1,0,NA,0
90484,1571,2745,2012,9,27,201209,"首相から電話「党首会談を」　自民・安倍新総裁に","A",120,1,NA,7,201209,1,1,1,NA,0
95517,1585,2958,2012,9,27,201209,"自民総裁に安倍氏　決選投票、石破氏を逆転＝号外も発行","Y",1669,NA,1,7,201209,0,1,0,NA,0
90489,1576,2754,2012,9,28,201209,"自民国対委員長に浜田氏　総務会長、甘利氏で検討","A",634,1,NA,7,201209,0,1,0,NA,0
95523,1591,2965,2012,9,28,201209,"自民国対委員長　浜田氏　石破幹事長決定　幹事長代行に菅氏","Y",421,NA,1,7,201209,0,1,0,NA,0
90492,1579,2758,2012,9,29,201209,"自民新執行部、政調会長に甘利氏　総務会長は細田氏","A",626,1,NA,7,201209,0,1,0,NA,0
95539,1607,2994,2012,10,2,201210,"野田第３次改造内閣発足　「特例公債」成立に全力　自公に党首会談要請へ","Y",1107,NA,1,5,201209,1,1,1,NA,0
90507,1594,2784,2012,10,3,201210,"安倍・自民総裁「年内解散確約を」　特例公債への協力の前提","A",560,1,NA,5,201209,0,1,0,0,1
95595,1663,3089,2012,10,16,201210,"民自公幹事長１８日再会談　輿石氏　月末の臨時国会、提案","Y",661,NA,1,5,201210,0,1,1,NA,0
90563,1650,2892,2012,10,19,201210,"民自公党首、きょう会談","A",364,1,NA,5,201210,0,1,1,NA,0
95606,1674,3111,2012,10,19,201210,"民自公きょう党首会談　首相　臨時国会召集へ新提案","Y",787,NA,1,5,201210,1,1,1,NA,0
95608,1676,3115,2012,10,20,201210,"民自公　党首会談決裂　首相、解散時期示さず　臨時国会２９日召集","Y",934,NA,1,5,201210,1,1,1,NA,0
95623,1691,3140,2012,10,23,201210,"再生医療実現　国に責務　民自公　臨時国会に推進法案","Y",1077,NA,1,5,201210,0,1,1,NA,0
90605,1692,2963,2012,10,29,201210,"鹿児島３区、自民勝利　衆院補選、政権に痛手","A",1332,1,NA,5,201210,1,1,1,NA,0
95650,1718,3188,2012,10,29,201210,"衆院補選　自民が勝利　鹿児島３区　宮路氏当選　早期解散へ攻勢","Y",1055,NA,1,5,201210,0,1,1,NA,0
90619,1706,2990,2012,11,2,201211,"特例公債「審議応じる」　自民、国民会議設置も容認","A",494,1,NA,8,201210,0,1,0,NA,0
95669,1737,3224,2012,11,2,201211,"特例公債　審議入り容認　安倍総裁　早期解散へ環境整備","Y",394,NA,1,8,201210,0,1,0,NA,0
90646,1733,3036,2012,11,9,201211,"公債法案、成立見通し　民自公合意、１５日衆院通過へ","A",917,1,NA,8,201211,0,1,1,NA,0
95701,1769,3278,2012,11,9,201211,"特例公債法案成立へ　民自公合意　年金減額法案も","Y",536,NA,1,8,201211,0,1,0,NA,0
90654,1741,3051,2012,11,11,201211,"民自、赤字国債の自動発行検討　予算案と一体処理　公債法案、自民賛成へ","A",742,1,NA,8,201211,0,1,0,NA,0
95711,1779,3297,2012,11,13,201211,"解散へ民自公前進　赤字国債容認　大筋合意　国民会議　人選案も","Y",1272,NA,1,8,201211,0,1,0,NA,0
95720,1788,3313,2012,11,15,201211,"衆院選　来月１６日　あす解散　首相明言　自民、定数減に協力＝号外も発行","Y",1253,NA,1,8,201211,1,1,1,NA,0
95724,1792,3319,2012,11,16,201211,"安倍総裁　デフレ克服「政策総動員」　ＴＰＰ前向き　原発は再稼働","Y",1023,NA,1,8,201211,0,1,0,NA,0
90677,1764,3092,2012,11,17,201211,"衆院比例区の投票先は、自民２３％・民主１６％　朝日新聞社世論調査","A",510,1,NA,8,201211,0,1,1,NA,0
95730,1798,3329,2012,11,18,201211,"衆院比例選　投票先　自民２６％民主１３％　本社緊急世論調査　第３極失速傾向","Y",998,NA,1,8,201211,0,1,1,NA,0
90682,1769,3101,2012,11,19,201211,"衆院選比例投票先、自民２２％民主１５％　維新は６％　朝日新聞社連続調査","A",963,1,NA,8,201211,0,1,1,NA,0
95741,1809,3345,2012,11,20,201211,"内閣に経済再生本部　自民経済公約　物価上昇２％目標","Y",748,NA,1,8,201211,1,1,0,NA,0
90692,1779,3116,2012,11,21,201211,"自民、選挙公約きょう発表　３％の経済成長を達成・原発再稼働３年で結論など","A",1323,1,NA,8,201211,0,1,1,NA,0
90696,1783,3123,2012,11,21,201211,"日銀総裁、安倍氏に反論　大胆な緩和策「現実的でない」","A",619,1,NA,8,201211,0,1,0,NA,0
95744,1812,3349,2012,11,21,201211,"集団的自衛権　行使可能に　自民公約　大学９月入学促進","Y",1080,NA,1,8,201211,0,1,0,NA,0
95746,1814,3351,2012,11,21,201211,"日銀総裁、安倍発言に懸念","Y",423,NA,1,8,201211,0,1,0,NA,0
90697,1784,3124,2012,11,22,201211,"成長重視、保守を前面　自民公約発表、ＴＰＰ交渉に条件　総選挙","A",595,1,NA,8,201211,0,1,1,NA,0
95749,1817,3356,2012,11,22,201211,"衆院選　自民政権公約発表　物価上昇２％目標明記　日銀法改正を視野","Y",1094,NA,1,8,201211,1,1,1,NA,0
90717,1804,3158,2012,11,26,201211,"衆院選比例投票先、自民２３％・民主１３％・維新９％　朝日新聞社連続世論調査","A",784,1,NA,8,201211,0,1,1,NA,0
95766,1834,3386,2012,11,26,201211,"衆院比例選　本社継続世論調査　自民２５％　維新１４％　民主１０％","Y",861,NA,1,8,201211,0,1,1,NA,0
90732,1819,3183,2012,11,30,201211,"競う４党、公約交錯　民・自・未来・維新　脱原発三様、自民は距離　総選挙","A",1014,1,NA,8,201211,0,1,1,NA,0
90736,1823,3191,2012,12,1,201212,"脱原発、自民と維新慎重　石原氏、公約直す意向　総選挙、党首討論","A",1299,1,NA,7,201211,0,1,1,NA,0
90743,1830,3204,2012,12,3,201212,"自民２０％・民主１５％・維新９％　衆院選、比例投票先　朝日新聞社連続調査","A",751,1,NA,7,201211,0,1,1,NA,0
95794,1862,3432,2012,12,3,201212,"自民１９％　民主、維新１３％　比例投票先　未来５％にとどまる","Y",751,NA,1,7,201211,0,1,0,NA,0
90748,1835,3215,2012,12,4,201212,"（朝日・東大共同調査）自公・みんなの立候補予定者、維新と連立に前向き　総選挙","A",891,1,NA,7,201211,0,1,1,NA,0
90756,1843,3228,2012,12,6,201212,"自民、単独過半数の勢い　民主１００議席割れか　衆院選序盤・朝日新聞社情勢調査","A",1666,1,NA,7,201211,0,1,1,NA,0
95802,1870,3446,2012,12,6,201212,"衆院選情勢　自民　過半数超す勢い　民主苦戦　維新、第３党うかがう","Y",1159,NA,1,7,201211,0,1,1,NA,0
95822,1890,3473,2012,12,11,201212,"「比例は自民」上昇２９％　衆院選継続調査　民主１２％　維新１１％","Y",522,NA,1,7,201212,0,1,1,NA,0
90783,1870,3279,2012,12,14,201212,"自公、３００議席うかがう　民主激減８０前後　衆院選中盤・朝日新聞社情勢調査","A",1601,1,NA,7,201212,0,1,1,NA,0
95832,1900,3490,2012,12,14,201212,"自民　勢い変わらず　衆院選終盤情勢調査　民主　苦戦続く","Y",614,NA,1,7,201212,0,1,1,NA,0
90794,1881,3303,2012,12,17,201212,"自公３２０超、安倍政権へ　民主、壊滅的敗北　維新５０超、第３党　衆院選","A",3020,1,NA,7,201212,1,1,1,NA,0
95849,1917,3513,2012,12,17,201212,"第４６回衆院選　自公３２０超　安倍政権へ　民主惨敗５０台　維新伸長","Y",1505,NA,1,7,201212,1,1,1,NA,0
95850,1918,3514,2012,12,17,201212,"衆院選　２６日、首相指名　石破幹事長続投","Y",557,NA,1,7,201212,1,1,1,NA,0
90796,1883,3307,2012,12,18,201212,"自民・安倍総裁、改憲要件緩和へ意欲　２６日に内閣発足　人事着手","A",1476,1,NA,7,201212,1,1,0,NA,0
90800,1887,3313,2012,12,19,201212,"諮問会議と再生本部、マクロ経済政策策定へ合同会議　自民・安倍総裁方針","A",659,1,NA,7,201212,0,1,0,NA,0
90801,1888,3314,2012,12,19,201212,"政権交代「よかった」５７％　自公３分の２「よくない」４３％　朝日新聞社世論調査","A",1174,1,NA,7,201212,1,1,0,NA,0
95858,1926,3525,2012,12,19,201212,"物価上昇２％目標要請　安倍氏、日銀総裁に","Y",852,NA,1,7,201212,0,1,0,NA,0
95859,1927,3527,2012,12,19,201212,"自公、大型補正で一致　党首会談　被災地復興加速も","Y",552,NA,1,7,201212,0,1,1,NA,0
95862,1930,3530,2012,12,19,201212,"自民政権復帰　６割好感　「安倍氏に期待」５４％　本社世論調査","Y",626,NA,1,7,201212,1,1,0,NA,0
90805,1892,3324,2012,12,20,201212,"経済再生相に甘利氏　自公、原発依存減で一致","A",434,1,NA,7,201212,0,1,0,0,1
90807,1894,3328,2012,12,21,201212,"竹島の日、政府式典見送り　自民・安倍総裁","A",342,1,NA,7,201212,1,1,0,NA,0
95867,1935,3538,2012,12,21,201212,"日銀　物価目標２％検討　白川総裁「安倍氏要請踏まえ」","Y",756,NA,1,7,201212,0,1,0,NA,0
90813,1900,3337,2012,12,22,201212,"研究開発の減税、自民が拡充方針","A",554,1,NA,7,201212,0,1,0,NA,0
90814,1901,3338,2012,12,22,201212,"（ビリオメディア）自民に「期待」「嫌だ」つぶやき白熱　衆院選、ツイッター分析","A",1357,1,NA,7,201212,0,1,1,NA,0
95875,1943,3550,2012,12,22,201212,"総務会長に大島氏　厚労・田村氏　復興・根本氏　安倍総裁方針","Y",486,NA,1,7,201212,0,1,0,NA,0
90823,1910,3354,2012,12,24,201212,"ＴＰＰ交渉参加に含み　自公が連立合意案　原発・憲法は踏み込まず","A",639,1,NA,7,201212,0,1,1,NA,0
95882,1950,3561,2012,12,24,201212,"安倍総裁　日銀法改正を検討　物価目標　２％見送りなら　雇用安定にも責任","Y",768,NA,1,7,201212,0,1,1,NA,0
90826,1913,3359,2012,12,25,201212,"自民政調会長に高市氏　経産相・茂木氏、国家公安・古屋氏","A",420,1,NA,7,201212,1,1,0,NA,0
90828,1915,3361,2012,12,25,201212,"海江田代表選出へ　民主、幹事長に細野氏","A",318,1,NA,7,201212,0,1,0,NA,0
90831,1918,3367,2012,12,26,201212,"民主代表に海江田氏　幹事長・細野氏　国対委員長・高木氏","A",888,1,NA,7,201212,0,1,0,NA,0
90832,1919,3369,2012,12,26,201212,"安倍内閣きょう発足　小野寺防衛相・林農水相　国土強靱化相新設　自民三役に女性２人","A",1817,1,NA,7,201212,1,1,0,NA,0
95892,1960,3577,2012,12,26,201212,"自民三役　女性２氏　政調　高市、総務　野田聖氏　安倍政権きょう発足","Y",1374,NA,1,7,201212,1,1,0,NA,0
95893,1961,3578,2012,12,26,201212,"民主代表に海江田氏　党再生が課題　幹事長は細野氏","Y",829,NA,1,7,201212,0,1,1,NA,0
90835,1922,3375,2012,12,27,201212,"７０～７４歳の医療費２割負担、１４年から　自公、引き上げ延期検討","A",332,1,NA,7,201212,0,1,0,NA,0
95895,1963,3581,2012,12,27,201212,"安倍内閣発足　自公　経済・復興を最優先","Y",1084,NA,1,7,201212,1,1,0,NA,0
90884,1971,3465,2013,1,10,201301,"富裕層課税拡大へ　相続・所得税が対象　政府・自民調整","A",800,1,NA,11,201212,1,1,0,NA,0
95948,2016,3679,2013,1,10,201301,"所得税　最高税率上げ　自公合意　相続税対象拡大も","Y",735,NA,1,11,201212,0,1,0,NA,0
95953,2021,3688,2013,1,11,201301,"住宅給付金　年収６００万以下　消費増税の負担軽減　自公方針","Y",567,NA,1,11,201301,0,1,0,NA,0
95958,2026,3695,2013,1,12,201301,"自公　消費税軽減税率導入で一致　時期・品目は今後議論","Y",388,NA,1,11,201301,0,1,0,NA,0
95959,2027,3701,2013,1,13,201301,"所得税　最高４５％に上げ　子・孫への贈与税軽減　自公調整","Y",946,NA,1,11,201301,0,1,0,NA,0
90902,1989,3501,2013,1,15,201301,"富裕層増税、１５年から　自公合意","A",399,1,NA,11,201301,0,1,0,NA,0
95995,2063,3765,2013,1,22,201301,"住宅ローン減税　年４０万　４年間延長　自公合意","Y",723,NA,1,11,201301,0,1,0,0,1
90936,2023,3561,2013,1,24,201301,"道路特定財源、復活へ　車重量税を転換　自民税調方針","A",860,1,NA,11,201301,0,1,0,NA,0
90937,2024,3562,2013,1,24,201301,"生活保護、最大１０％減　３年かけ８００億円　自民検討","A",497,1,NA,11,201301,0,1,0,NA,0
90939,2026,3565,2013,1,24,201301,"軽減税率「１５年めざす」　自公、折り合えず先送り","A",516,1,NA,11,201301,0,1,0,NA,0
96002,2070,3776,2013,1,24,201301,"軽減税率８％時見送り　自公合意　１０％で導入目指す","Y",611,NA,1,11,201301,0,1,0,NA,0
90944,2031,3575,2013,1,25,201301,"自民、道路特定財源の復活「撤回」　税制大綱決定","A",329,1,NA,11,201301,0,1,0,NA,0
90948,2035,3581,2013,1,26,201301,"全学年３５人学級を断念　文科省、自民意向受け","A",741,1,NA,11,201301,0,1,0,1,1
90959,2046,3601,2013,1,29,201301,"悪質いじめ、首長へ報告　教師の体罰も対象　防止法自民案","A",886,1,NA,11,201301,0,1,1,NA,0
96022,2090,3811,2013,1,29,201301,"ネット中傷は「いじめ」　防止基本法案提出へ　自民が骨子案","Y",922,NA,1,11,201301,0,1,0,NA,0
96027,2095,3817,2013,1,30,201301,"ＴＰＰ、参院選前に方向性　首相　日銀総裁人事、出身問わず","Y",323,NA,1,11,201301,1,1,1,NA,0
90990,2077,3658,2013,2,6,201302,"白川日銀総裁、辞任へ　来月１９日　任期前、副総裁と同時","A",471,1,NA,8,201301,0,1,0,NA,0
96058,2126,3870,2013,2,6,201302,"白川総裁　来月１９日辞任　日銀、任期切れ前　首相に伝える","Y",405,NA,1,8,201301,1,1,0,NA,0
96086,2154,3916,2013,2,14,201302,"ハーグ条約　今国会承認　自民了承　日米首脳会談で伝達へ","Y",509,NA,1,8,201302,0,1,1,NA,0
96118,2186,3972,2013,2,22,201302,"民主・参院２氏　離党へ　国民新　自見氏、自民に復党要請","Y",463,NA,1,8,201302,0,1,1,NA,0
91053,2140,3772,2013,2,23,201302,"日銀総裁、黒田氏軸に調整　元財務官、緩和に前向き","A",778,1,NA,8,201302,0,1,0,NA,0
